date,description,amount
2025-11-23,Doctor Visit Copay,-168.94
2026-03-29,Walmart Supercenter,-473.27
2026-02-12,Insurance Premium,-27.78
2025-08-07,Dental Cleaning,-194.79
2025-07-03,Internet Service,-239.5
2026-03-23,Rent Payment,-2917.25
2026-03-14,Starbucks Coffee,-478.72
2026-03-05,Netflix Subscription,-225.05
2025-12-10,Apple iTunes,-181.32
2025-07-09,Shell Gas Station,-443.42
2025-10-03,Uber Ride,-429.47
2025-08-22,Payroll Direct Deposit,3331.23
2026-05-15,Shell Gas Station,-247.39
2025-10-01,Software Subscription,-489.53
2025-10-29,Gas Station,-322.8
2025-12-07,Shell Gas Station,-102.88
2026-03-11,Grocery Store,-331.39
2026-01-05,Spotify Premium,-276.36
2025-07-26,Chipotle Mexican Grill,-340.06
2025-08-20,Walmart Supercenter,-27.65
2026-05-28,Grocery Store,-242.9
2025-09-23,Starbucks Coffee,-290.05
2025-08-06,Internet Service,-410.96
2026-04-22,Internet Service,-213.46
2025-10-22,Software Subscription,-82.04
2026-02-02,Walmart Supercenter,-268.81
2025-12-15,Insurance Premium,-400.73
2025-11-24,Shell Gas Station,-349.41
2025-12-03,Parking Fee,-317.1
2025-08-20,Gas Station,-412.2
2025-07-02,Insurance Premium,-299.95
2025-10-22,Grocery Store,-145.87
2026-04-04,Shell Gas Station,-160.54
2025-09-18,Electric Bill,-435.15
2026-02-17,CVS Pharmacy,-36.33
2025-12-04,Payroll Direct Deposit,6088.75
2026-01-16,Amazon Purchase,-198.54
2026-02-17,Netflix Subscription,-119.69
2026-03-08,Starbucks Coffee,-334.16
2025-09-13,Restaurant Dinner,-312.91
2026-01-16,Target Store,-272.2
2026-04-18,Spotify Premium,-175.74
2025-09-17,Spotify Premium,-107.86
2025-07-31,Restaurant Dinner,-317.33
2025-12-23,Shell Gas Station,-143.98
2025-07-01,Electric Bill,-144.94
2025-11-08,Uber Ride,-6.2
2025-07-24,Shell Gas Station,-490.11
2026-01-08,Doctor Visit Copay,-202.02
2026-04-15,Doctor Visit Copay,-284.4
2025-10-25,Gas Station,-330.58
2026-02-11,Shell Gas Station,-291.17
2025-11-03,Whole Foods Market,-112.29
2025-12-14,Netflix Subscription,-29.46
2026-02-25,Walmart Supercenter,-29.63
2026-05-24,Starbucks Coffee,-152.95
2026-02-17,Doctor Visit Copay,-281.69
2025-08-20,Chipotle Mexican Grill,-190.48
2025-08-11,Walmart Supercenter,-113.42
2025-11-05,Amazon Purchase,-492.98
2026-02-01,Grocery Store,-432.71
2026-03-22,Uber Ride,-134.61
2025-08-01,Software Subscription,-104.35
2026-02-09,Parking Fee,-56.08
2025-10-05,Electric Bill,-147.64
2025-09-24,Grocery Store,-145.28
2026-03-18,Insurance Premium,-310.1
2025-08-31,Payroll Direct Deposit,6397.98
2025-10-10,CVS Pharmacy,-429.04
2025-11-06,Amazon Purchase,-449.39
2026-04-26,Hotel Stay,-159.9
2026-04-26,Restaurant Dinner,-354.27
2025-08-11,Chipotle Mexican Grill,-200.68
2025-08-05,Flight Booking,-226.15
2025-07-10,Target Store,-362.95
2025-11-20,Gas Station,-314.59
2025-11-12,Gym Membership,-491.79
2026-05-02,Target Store,-216.91
2026-02-19,Restaurant Dinner,-187.33
2025-08-26,Shell Gas Station,-323.46
2026-03-22,Walmart Supercenter,-67
2026-03-15,Apple iTunes,-232.28
2025-07-18,Apple iTunes,-491.96
2026-05-24,Dental Cleaning,-344.08
2025-08-03,Chipotle Mexican Grill,-402.97
2025-08-13,Home Depot,-49.89
2026-04-22,Amazon Purchase,-185.89
2026-05-12,Netflix Subscription,-19.77
2026-02-16,Insurance Premium,-358.55
2025-10-05,Electric Bill,-446.81
2026-01-24,Parking Fee,-153.68
2025-10-19,Shell Gas Station,-250.98
2025-11-11,Apple iTunes,-136.19
2025-07-09,Chipotle Mexican Grill,-406
2025-10-21,Gym Membership,-284.19
2026-03-04,Hotel Stay,-447.04
2026-04-15,Software Subscription,-255.64
2025-09-06,Spotify Premium,-69.75
2025-11-15,Software Subscription,-43.78
2025-08-28,Insurance Premium,-439.42
2026-05-22,Gym Membership,-121.47
2026-01-29,Amazon Purchase,-339.93
2025-10-29,Payroll Direct Deposit,5403.99
2026-04-24,Starbucks Coffee,-225.01
2025-10-08,Walmart Supercenter,-479.58
2025-11-15,Uber Ride,-304.2
2026-01-05,Whole Foods Market,-290.59
2025-10-12,Netflix Subscription,-283.17
2026-05-03,Home Depot,-86.61
2025-12-15,Whole Foods Market,-153.63
2025-07-03,Software Subscription,-227.38
2026-04-15,Starbucks Coffee,-188.45
2026-01-05,Flight Booking,-159.3
2025-12-07,Uber Ride,-478.48
2026-05-17,Home Depot,-98.16
2026-04-23,Target Store,-365.44
2025-10-06,Dental Cleaning,-56.4
2026-04-12,Internet Service,-415.92
2025-11-29,Gas Station,-292.58
2025-10-09,Netflix Subscription,-498.09
2026-04-11,Gym Membership,-432.68
2026-01-04,Apple iTunes,-271.94
2026-04-09,Target Store,-335.95
2025-11-05,Starbucks Coffee,-126.29
2026-03-13,Payroll Direct Deposit,4161.68
2026-05-08,Parking Fee,-191.05
2025-08-10,Home Depot,-140.43
2025-10-03,Insurance Premium,-318.84
2026-03-24,Spotify Premium,-294.36
2025-12-19,Parking Fee,-273.84
2026-03-04,Spotify Premium,-438.62
2026-04-03,Electric Bill,-311.64
2026-03-05,Walmart Supercenter,-155.75
2025-07-16,Target Store,-87.01
2026-01-27,Chipotle Mexican Grill,-453.55
2025-11-30,Starbucks Coffee,-78.61
2026-02-09,Dental Cleaning,-259.06
2026-04-23,Dental Cleaning,-451.52
2026-03-03,Restaurant Dinner,-492.99
2025-07-26,Electric Bill,-44.63
2026-03-28,Shell Gas Station,-431.57
2025-09-30,Apple iTunes,-99.17
2026-04-07,Target Store,-160.22
2025-07-05,Payroll Direct Deposit,4875.3
2026-03-07,Netflix Subscription,-364.69
2026-04-09,Grocery Store,-54.61
2026-02-16,Chipotle Mexican Grill,-321.8
2025-09-26,Gas Station,-59.71
2025-10-30,Target Store,-70.91
2026-05-03,Apple iTunes,-432.8
2026-01-01,Internet Service,-161.4
2026-02-07,Rent Payment,-2631.69
2025-07-09,Grocery Store,-336.74
2025-09-22,Dental Cleaning,-8.72
2026-04-16,Gym Membership,-266.28
2026-02-13,Hotel Stay,-251.46
2026-02-25,Parking Fee,-162.78
2025-07-26,Doctor Visit Copay,-389.26
2026-01-22,Amazon Purchase,-51.95
2025-07-25,Parking Fee,-274.62
2026-01-14,Home Depot,-466.45
2025-11-21,Target Store,-79.33
2026-05-30,Gas Station,-106.92
2026-02-20,Payroll Direct Deposit,4285.21
2025-08-03,Grocery Store,-97.25
2025-07-16,Parking Fee,-349.84
2025-12-09,CVS Pharmacy,-212.68
2025-12-07,Flight Booking,-51.29
2025-09-07,Walmart Supercenter,-420.81
2025-10-26,Gym Membership,-451.15
2026-05-12,Netflix Subscription,-157.17
2025-12-24,Walmart Supercenter,-61.91
2025-10-29,Software Subscription,-278.25
2025-10-06,Home Depot,-296.8
2025-12-28,Spotify Premium,-224.07
2025-10-23,Gas Station,-267.16
2025-07-18,Apple iTunes,-324.52
2025-09-14,Whole Foods Market,-466.59
2025-10-04,Rent Payment,-2393.32
2026-04-18,Parking Fee,-321.96
2025-09-13,Chipotle Mexican Grill,-25.15
2025-09-18,Electric Bill,-75.37
2026-02-09,Gym Membership,-443.43
2025-10-27,Flight Booking,-9.94
2026-01-31,Rent Payment,-2308.48
2026-04-04,Starbucks Coffee,-428.17
2026-01-15,CVS Pharmacy,-422.83
2026-04-01,Internet Service,-202.64
2025-11-26,Starbucks Coffee,-365.82
2025-09-08,Rent Payment,-1427.4
2026-05-02,Insurance Premium,-370.34
2025-08-04,Insurance Premium,-85.72
2025-09-29,Chipotle Mexican Grill,-195.18
2026-05-14,Target Store,-268.25
2025-09-13,Spotify Premium,-422.87
2025-12-22,Whole Foods Market,-342.53
2025-09-19,Payroll Direct Deposit,5480.33
2025-08-16,Amazon Purchase,-5.69
2025-09-11,Uber Ride,-475.25
2025-09-04,Apple iTunes,-127.18
2026-02-02,Insurance Premium,-127.02
2026-04-06,Whole Foods Market,-300.64
2026-04-04,Internet Service,-443.46
2025-12-04,Dental Cleaning,-345.7
2026-03-22,Dental Cleaning,-320.77
2026-05-19,Shell Gas Station,-33.72
2026-01-06,Dental Cleaning,-53.36
2026-03-01,Whole Foods Market,-68.01
2025-12-05,Chipotle Mexican Grill,-13.96
2026-01-04,Insurance Premium,-153.17
2026-05-30,Insurance Premium,-103.56
2025-11-29,Apple iTunes,-337.83
2026-02-28,Doctor Visit Copay,-464.4
2026-03-15,CVS Pharmacy,-322.89
2025-07-05,Amazon Purchase,-424.29
2025-10-08,Parking Fee,-136.67
2025-08-23,Chipotle Mexican Grill,-99.71
2026-01-12,Doctor Visit Copay,-307.6
2026-02-02,Home Depot,-120.63
2025-12-16,Netflix Subscription,-44.45
2026-04-11,Home Depot,-122.62
2025-08-23,Home Depot,-391.82
2025-11-29,Apple iTunes,-168.89
2025-07-09,Gym Membership,-106.85
2026-05-17,Parking Fee,-147.71
2025-07-07,Grocery Store,-375.39
2025-08-21,Electric Bill,-374.09
2025-11-07,CVS Pharmacy,-393.85
2026-01-16,Shell Gas Station,-445.96
2025-10-31,Rent Payment,-1934.44
2025-08-02,Gym Membership,-367.87
2025-09-18,Parking Fee,-157.54
2025-08-07,Chipotle Mexican Grill,-479.63
2025-10-30,Shell Gas Station,-231.75
2025-09-28,Internet Service,-263.03
2025-12-08,Walmart Supercenter,-484.49
2026-04-19,Target Store,-450.84
2025-07-30,Flight Booking,-344.38
2026-05-29,Internet Service,-246.9
2026-03-16,Netflix Subscription,-177.43
2026-05-09,Shell Gas Station,-327.01
2026-02-15,Electric Bill,-92.88
2025-10-24,Dental Cleaning,-77.27
2025-07-27,Spotify Premium,-167.74
2025-10-23,Parking Fee,-273.06
2025-07-31,Dental Cleaning,-361.61
2025-07-30,Apple iTunes,-32.14
2025-08-14,Insurance Premium,-122.77
2026-03-31,Doctor Visit Copay,-371.26
2025-12-24,Spotify Premium,-42.48
2025-12-05,Insurance Premium,-16.24
2025-11-29,Dental Cleaning,-145.44
2025-10-10,Netflix Subscription,-170.35
2025-07-10,Rent Payment,-1305.78
2026-02-04,Starbucks Coffee,-190.18
2026-04-13,Gas Station,-475.04
2026-01-25,Payroll Direct Deposit,5519.47
2025-07-06,Amazon Purchase,-70.97
2025-11-19,Gas Station,-446.77
2025-09-19,Dental Cleaning,-434.1
2026-02-14,Gym Membership,-284.64
2025-07-22,Rent Payment,-2285.89
2025-07-24,Grocery Store,-113.26
2026-04-11,Chipotle Mexican Grill,-486.16
2026-05-15,Whole Foods Market,-301.16
2026-05-19,CVS Pharmacy,-161.72
2026-01-21,Home Depot,-454.49
2026-05-19,CVS Pharmacy,-442.65
2026-04-05,Home Depot,-248.99
2025-08-27,Payroll Direct Deposit,4391.89
2025-10-09,Whole Foods Market,-191.22
2026-01-25,Electric Bill,-178.96
2025-09-13,Payroll Direct Deposit,3863.37
2026-05-07,Electric Bill,-202.51
2025-11-23,Doctor Visit Copay,-406.66
2026-03-07,Gym Membership,-346.92
2025-08-20,Hotel Stay,-229.25
2025-10-02,Flight Booking,-334.82
2025-12-24,Hotel Stay,-18.98
2026-01-14,Software Subscription,-238.21
2026-01-16,Gas Station,-292.34
2025-12-22,Internet Service,-222.44
2026-02-20,Apple iTunes,-25.92
2026-01-07,Electric Bill,-155.01
2026-02-08,Payroll Direct Deposit,3098.37
2026-01-21,Dental Cleaning,-280.09
2026-03-28,Internet Service,-441.73
2026-04-21,Rent Payment,-1681.19
2025-08-20,Apple iTunes,-324.19
2025-11-20,Chipotle Mexican Grill,-465.46
2026-05-28,Walmart Supercenter,-150.87
2026-01-16,Restaurant Dinner,-80.98
2025-08-24,Gym Membership,-416.17
2026-04-06,Rent Payment,-2616.6
2026-03-03,Restaurant Dinner,-449.25
2025-11-13,Parking Fee,-225.33
2026-04-08,Parking Fee,-91.47
2026-05-07,Shell Gas Station,-59.71
2025-08-30,Uber Ride,-306.83
2025-11-15,Restaurant Dinner,-294.15
2025-12-06,Electric Bill,-336.52
2026-05-18,Shell Gas Station,-464.66
2025-11-09,Payroll Direct Deposit,5384.63
2025-07-10,Software Subscription,-91.68
2025-08-18,Insurance Premium,-304.73
2026-05-06,Flight Booking,-432.51
2025-12-15,Insurance Premium,-459.05
2025-09-11,Chipotle Mexican Grill,-245.36
2026-05-26,Restaurant Dinner,-302.15
2025-07-09,Restaurant Dinner,-218.25
2025-09-01,Restaurant Dinner,-97.11
2025-08-09,Apple iTunes,-235.13
2025-12-01,Target Store,-463.27
2026-02-10,Restaurant Dinner,-360.1
2026-03-18,Restaurant Dinner,-209.26
2025-10-17,Starbucks Coffee,-349.22
2025-12-25,Whole Foods Market,-112.9
2025-07-17,Gym Membership,-233.52
2025-09-21,Starbucks Coffee,-270.37
2026-04-22,Insurance Premium,-480.73
2026-01-26,Software Subscription,-402.47
2026-03-28,Gas Station,-274.78
2026-03-30,Payroll Direct Deposit,4291.67
2025-12-13,Electric Bill,-179.39
2025-08-26,Apple iTunes,-378.76
2026-03-21,Dental Cleaning,-441.5
2025-12-25,Whole Foods Market,-382.58
2025-08-21,Electric Bill,-174.78
2025-08-17,Target Store,-412.24
2025-10-24,Shell Gas Station,-486.47
2025-07-05,Payroll Direct Deposit,3673.36
2026-05-15,Electric Bill,-94.02
2026-01-04,Walmart Supercenter,-162.09
2025-09-17,CVS Pharmacy,-377.15
2026-04-19,Starbucks Coffee,-318.81
2026-02-02,Electric Bill,-323.49
2026-05-12,Doctor Visit Copay,-233.74
2026-02-22,Software Subscription,-376.61
2026-02-25,Whole Foods Market,-147.74
2025-08-10,Netflix Subscription,-167.93
2026-05-03,Electric Bill,-219.95
2026-05-25,Insurance Premium,-304.32
2025-12-08,Gym Membership,-63.72
2026-03-16,Insurance Premium,-489.83
2026-03-31,Spotify Premium,-126.2
2026-05-26,Netflix Subscription,-84.26
2026-04-05,Netflix Subscription,-348.96
2025-11-23,Hotel Stay,-361.48
2026-03-07,Walmart Supercenter,-231.34
2026-03-20,Rent Payment,-2617.7
2026-02-28,Uber Ride,-8.11
2025-12-31,Uber Ride,-148.91
2026-04-16,Netflix Subscription,-169.76
2026-05-31,Uber Ride,-41.54
2026-03-24,Insurance Premium,-9.1
2026-03-03,Grocery Store,-442.36
2026-04-21,CVS Pharmacy,-486.28
2025-07-09,Dental Cleaning,-322.36
2025-09-19,Software Subscription,-357.2
2025-09-14,Flight Booking,-122.54
2025-12-17,Home Depot,-56.63
2026-04-13,Electric Bill,-128.58
2026-04-14,Target Store,-413.53
2025-08-08,Flight Booking,-91.54
2025-12-02,Spotify Premium,-409.7
2026-04-21,Grocery Store,-205.58
2026-01-06,Electric Bill,-15.13
2026-01-25,Parking Fee,-115.3
2026-05-17,Whole Foods Market,-391.89
2025-07-11,Internet Service,-38.33
2025-09-20,Restaurant Dinner,-316.26
2025-10-08,CVS Pharmacy,-281.39
2026-05-07,Whole Foods Market,-37.99
2025-11-04,Flight Booking,-465.81
2026-05-18,Rent Payment,-2719.32
2025-10-15,Electric Bill,-371.6
2025-09-28,Doctor Visit Copay,-136.14
2025-09-18,Uber Ride,-235.08
2026-03-21,Walmart Supercenter,-55.46
2026-03-15,Netflix Subscription,-420.1
2025-08-25,Gym Membership,-59.38
2026-02-22,Spotify Premium,-475.69
2025-07-29,Restaurant Dinner,-498.63
2025-08-28,Insurance Premium,-297.54
2025-09-10,Uber Ride,-42.16
2026-01-06,Uber Ride,-292.73
2026-05-15,Home Depot,-152.77
2025-10-21,Home Depot,-146.44
2025-10-18,Parking Fee,-239.14
2025-11-03,Starbucks Coffee,-380.76
2026-02-06,Doctor Visit Copay,-332.25
2026-04-20,Parking Fee,-348.28
2026-02-24,Netflix Subscription,-150.99
2026-02-08,Grocery Store,-477.16
2025-11-13,Walmart Supercenter,-20.11
2026-04-23,Restaurant Dinner,-445.04
2025-07-07,Gym Membership,-161.22
2025-08-20,Doctor Visit Copay,-198.2
2025-10-08,Flight Booking,-316.11
2025-11-09,Starbucks Coffee,-390.08
2026-01-01,Payroll Direct Deposit,4286.95
2026-05-15,Home Depot,-366.81
2026-01-03,Whole Foods Market,-39.39
2025-11-06,Software Subscription,-14.76
2026-04-20,Chipotle Mexican Grill,-474.64
2026-04-24,Spotify Premium,-342.14
2025-08-25,Restaurant Dinner,-468.6
2026-01-26,Payroll Direct Deposit,4498.14
2026-01-05,Software Subscription,-310.86
2025-08-15,CVS Pharmacy,-485.67
2026-03-01,Electric Bill,-181.15
2025-12-10,Dental Cleaning,-385.96
2026-02-08,CVS Pharmacy,-435.52
2026-01-13,Netflix Subscription,-402.69
2025-08-18,Walmart Supercenter,-338.19
2026-01-20,Payroll Direct Deposit,6528.87
2026-01-13,Gas Station,-221.49
2025-12-19,Uber Ride,-460.39
2026-04-07,Chipotle Mexican Grill,-63.33
2025-09-30,Parking Fee,-382.75
2025-12-09,Chipotle Mexican Grill,-129.76
2025-11-03,Starbucks Coffee,-220.94
2026-01-11,Chipotle Mexican Grill,-203.89
2026-05-28,Hotel Stay,-284.02
2026-03-23,Parking Fee,-376.14
2026-04-01,Doctor Visit Copay,-483.2
2026-03-22,Amazon Purchase,-71.85
2026-05-19,Payroll Direct Deposit,7350.55
2026-02-21,Home Depot,-489.86
2025-09-23,Electric Bill,-384.63
2026-05-03,Chipotle Mexican Grill,-17.68
2026-03-08,Dental Cleaning,-217.25
2025-09-25,Doctor Visit Copay,-45.07
2026-02-06,Amazon Purchase,-32.62
2026-05-24,Walmart Supercenter,-258.42
2026-02-09,CVS Pharmacy,-333.72
2026-02-12,Whole Foods Market,-273.36
2026-03-02,Shell Gas Station,-268.39
2026-02-22,Dental Cleaning,-452.64
2025-10-04,Home Depot,-367.75
2026-04-08,Insurance Premium,-214.15
2026-02-20,Restaurant Dinner,-21.34
2025-12-25,Insurance Premium,-162.78
2025-12-03,Starbucks Coffee,-363.79
2025-11-07,Spotify Premium,-171.1
2026-03-08,CVS Pharmacy,-494.32
2026-04-11,Electric Bill,-411.95
2025-11-16,Home Depot,-148.2
2026-03-09,Amazon Purchase,-436.51
2025-09-15,Restaurant Dinner,-285.97
2025-09-19,Home Depot,-472.55
2025-11-18,Rent Payment,-2332.61
2026-01-07,Electric Bill,-15.44
2025-12-20,CVS Pharmacy,-462.33
2025-07-04,Doctor Visit Copay,-387.3
2026-04-07,Insurance Premium,-127.21
2025-11-01,Netflix Subscription,-16.77
2026-02-28,Rent Payment,-1525.22
2025-10-22,Uber Ride,-445.78
2025-10-13,Starbucks Coffee,-490.79
2026-05-21,Insurance Premium,-120.24
2025-08-07,Whole Foods Market,-99.28
2026-01-05,Apple iTunes,-183.35
2025-08-20,Spotify Premium,-190.74
2025-09-12,Apple iTunes,-174.42
2025-12-30,Internet Service,-69.43
2025-12-12,Dental Cleaning,-171.45
2025-08-29,Netflix Subscription,-316.86
2026-03-10,Chipotle Mexican Grill,-236.96
2025-07-10,Target Store,-22.37
2026-01-13,Home Depot,-438.25
2025-12-13,Insurance Premium,-233.49
2025-08-06,Gas Station,-113.38
2026-04-29,Dental Cleaning,-359.95
2026-02-25,Hotel Stay,-494.5
2026-05-15,Electric Bill,-323.04
2025-09-28,Spotify Premium,-221.74
2026-05-30,Spotify Premium,-206.45
2026-02-11,Insurance Premium,-366.4
2025-10-22,Netflix Subscription,-465.15
2026-04-19,Starbucks Coffee,-33.62
2026-02-19,Apple iTunes,-487.54
2025-08-07,Apple iTunes,-355.92
2026-03-24,Gym Membership,-433.26
2026-01-30,Spotify Premium,-469.1
2026-02-26,Dental Cleaning,-60.4
2026-01-21,Internet Service,-71.53
2025-07-22,Chipotle Mexican Grill,-59.13
2025-09-25,Apple iTunes,-120.37
2026-04-28,Walmart Supercenter,-274.6
2026-01-03,Chipotle Mexican Grill,-395
2026-05-10,Home Depot,-390.39
2026-05-02,Payroll Direct Deposit,7937.34
2025-11-26,Starbucks Coffee,-166.52
2025-09-08,Dental Cleaning,-111.71
2025-10-07,Electric Bill,-149.46
2026-04-04,Target Store,-288.13
2025-12-31,Dental Cleaning,-199.3
2026-03-25,Gas Station,-412.24
2025-07-11,Home Depot,-305.41
2026-03-05,Chipotle Mexican Grill,-374.32
2025-11-23,Chipotle Mexican Grill,-52.73
2026-03-28,Restaurant Dinner,-351.39
2025-08-25,Internet Service,-216.42
2026-05-18,Hotel Stay,-139.98
2026-01-07,Whole Foods Market,-71.55
2026-01-11,Amazon Purchase,-367.7
2025-12-01,Gym Membership,-143.53
2026-03-20,Payroll Direct Deposit,3702.49
2026-03-16,Doctor Visit Copay,-248.38
2025-09-27,Target Store,-155.96
2026-05-26,Internet Service,-301.2
2025-10-13,Parking Fee,-440.75
2026-05-15,Gym Membership,-372.46
2026-03-03,Doctor Visit Copay,-459.61
2025-07-06,Gym Membership,-437.32
2025-11-07,Gas Station,-216.52
2025-07-23,Grocery Store,-166.95
2025-11-20,CVS Pharmacy,-447.06
2026-05-17,Doctor Visit Copay,-290.57
2025-10-19,Netflix Subscription,-239.54
2025-07-01,Chipotle Mexican Grill,-266.75
2025-11-02,Flight Booking,-243.36
2026-04-29,Starbucks Coffee,-483.88
2025-08-18,Apple iTunes,-59.08
2025-07-12,Electric Bill,-456.86
2025-11-16,Doctor Visit Copay,-48.67
2026-05-07,Flight Booking,-282.94
2026-02-06,Chipotle Mexican Grill,-366.86
2026-02-26,Doctor Visit Copay,-426.69
2026-01-27,Gas Station,-64.79
2025-07-09,Hotel Stay,-261.95
2025-11-16,Doctor Visit Copay,-269.61
2026-05-23,Home Depot,-388.15
2025-09-07,Insurance Premium,-111.57
2025-10-16,Hotel Stay,-441.94
2026-01-04,Starbucks Coffee,-7.26
2025-12-17,Payroll Direct Deposit,4540.57
2026-01-04,Doctor Visit Copay,-200.57
2026-05-12,Hotel Stay,-38.66
2026-05-19,Whole Foods Market,-477.38
2026-01-18,Netflix Subscription,-406.1
2025-10-28,Restaurant Dinner,-82.94
2026-03-08,Restaurant Dinner,-387.06
2026-02-02,Gas Station,-97.77
2026-03-16,Target Store,-319.95
2025-08-23,Gas Station,-159.63
2025-07-08,Walmart Supercenter,-13.34
2025-09-17,Electric Bill,-312.62
2026-03-29,Grocery Store,-362.03
2026-04-11,Dental Cleaning,-118.06
2026-05-06,Spotify Premium,-203.05
2026-01-16,Apple iTunes,-247.84
2025-08-01,Starbucks Coffee,-451.41
2026-01-26,Payroll Direct Deposit,5727.23
2026-02-03,Chipotle Mexican Grill,-469.02
2026-05-07,Spotify Premium,-274.84
2025-10-12,Target Store,-185.9
2025-10-29,Netflix Subscription,-171.89
2026-04-26,Apple iTunes,-304.77
2026-01-25,Internet Service,-235.72
2025-07-19,Chipotle Mexican Grill,-175.03
2025-10-02,Flight Booking,-468.59
2025-12-11,Starbucks Coffee,-465.69
2026-05-02,Parking Fee,-486.9
2025-08-25,Gas Station,-120.96
2025-12-21,Shell Gas Station,-445.01
2026-02-23,Gym Membership,-447.07
2026-04-16,Parking Fee,-435.73
2026-05-01,Parking Fee,-203.4
2026-04-07,Flight Booking,-192.41
2025-09-01,Electric Bill,-170.38
2026-02-03,Apple iTunes,-139.84
2026-03-07,Whole Foods Market,-289.89
2026-04-29,Rent Payment,-1693.33
2025-07-05,Gym Membership,-24.3
2026-05-23,Home Depot,-493.18
2026-02-01,Rent Payment,-2010.66
2026-04-26,Whole Foods Market,-492.9
2025-07-16,Amazon Purchase,-185.86
2026-01-29,Payroll Direct Deposit,5845.09
2026-01-10,CVS Pharmacy,-86.63
2026-03-29,Amazon Purchase,-321.61
2025-09-29,Gas Station,-436.37
2026-01-11,Rent Payment,-2368.99
2025-08-23,Doctor Visit Copay,-97.66
2026-03-31,Chipotle Mexican Grill,-338.38
2025-12-10,Software Subscription,-313.89
2026-01-03,Grocery Store,-293
2025-08-03,Internet Service,-469.28
2025-08-11,Apple iTunes,-390.71
2025-12-09,Flight Booking,-223.49
2025-11-09,Shell Gas Station,-150.58
2026-01-13,CVS Pharmacy,-65.41
2025-11-25,Walmart Supercenter,-289.82
2025-10-30,Payroll Direct Deposit,4682.23
2025-08-21,Walmart Supercenter,-40.89
2025-11-02,Payroll Direct Deposit,4253.72
2026-03-08,Software Subscription,-89.04
2026-02-13,Starbucks Coffee,-302.86
2025-08-07,Shell Gas Station,-152.25
2026-05-29,Chipotle Mexican Grill,-268.88
2025-09-15,Apple iTunes,-363.94
2025-12-10,Home Depot,-253.24
2026-05-30,Flight Booking,-420.54
2025-08-15,Rent Payment,-1993.46
2025-12-09,Internet Service,-471.07
2026-01-16,Shell Gas Station,-196.6
2025-12-01,Payroll Direct Deposit,7367.1
2026-05-21,Electric Bill,-476.57
2026-04-02,Hotel Stay,-62.46
2026-04-07,Shell Gas Station,-210.5
2026-02-05,Uber Ride,-61.74
2026-04-19,Doctor Visit Copay,-296.93
2025-09-29,Gas Station,-29.15
2025-08-30,Starbucks Coffee,-41.47
2026-05-03,Restaurant Dinner,-420.21
2026-04-17,Electric Bill,-379.01
2025-08-05,Chipotle Mexican Grill,-441.99
2025-11-11,Amazon Purchase,-458.84
2026-05-30,Dental Cleaning,-31.52
2026-03-02,Uber Ride,-170.85
2025-09-06,Payroll Direct Deposit,7146.06
2026-05-13,Home Depot,-368.03
2025-07-19,Electric Bill,-81.64
2026-02-18,Uber Ride,-376.94
2025-09-19,Gas Station,-103.26
2026-01-06,CVS Pharmacy,-81.92
2026-01-04,Netflix Subscription,-36.77
2025-11-20,Payroll Direct Deposit,6508.57
2026-03-03,Grocery Store,-82.04
2025-10-15,Starbucks Coffee,-441.63
2025-12-27,Software Subscription,-175.34
2026-04-22,Uber Ride,-337.2
2025-10-07,Insurance Premium,-181.14
2025-12-23,Target Store,-115.31
2025-09-21,Apple iTunes,-138.43
2025-12-30,Walmart Supercenter,-208.2
2026-05-16,Netflix Subscription,-373.93
2025-11-16,Whole Foods Market,-428.79
2025-08-01,Payroll Direct Deposit,6887.29
2025-12-15,Internet Service,-203.73
2025-11-08,Internet Service,-212.78
2025-08-09,Home Depot,-144.17
2026-03-24,Hotel Stay,-160.69
2026-03-30,Amazon Purchase,-237.7
2026-05-01,Rent Payment,-2877.58
2026-05-23,Dental Cleaning,-285.22
2025-08-30,Flight Booking,-132.85
2026-01-14,Dental Cleaning,-284.85
2025-12-28,Spotify Premium,-36.78
2025-07-25,Dental Cleaning,-415.08
2026-03-13,Chipotle Mexican Grill,-6.63
2025-10-01,Netflix Subscription,-469.2
2025-10-05,Electric Bill,-86.38
2025-10-28,Gym Membership,-436.56
2025-07-14,Chipotle Mexican Grill,-100.09
2026-02-16,Gas Station,-196.25
2025-12-31,Flight Booking,-270.18
2026-01-06,Starbucks Coffee,-32.01
2026-05-25,Target Store,-383.52
2025-12-06,Electric Bill,-331.14
2026-05-27,Payroll Direct Deposit,4927.84
2026-03-28,Flight Booking,-53.38
2025-10-26,Chipotle Mexican Grill,-342.71
2026-03-14,Rent Payment,-2047.16
2026-02-18,Starbucks Coffee,-425.94
2026-01-02,Gas Station,-54.37
2026-03-01,Spotify Premium,-469.49
2025-07-02,Home Depot,-388.06
2025-10-23,Home Depot,-493.13
2025-11-25,Gas Station,-404.42
2026-03-18,Parking Fee,-284.61
2025-07-24,Apple iTunes,-96.9
2025-07-12,Software Subscription,-417.95
2025-10-16,Software Subscription,-421.27
2025-07-21,Doctor Visit Copay,-127.84
2025-08-06,Internet Service,-487.52
2025-07-30,Target Store,-252.75
2026-01-21,CVS Pharmacy,-46.7
2025-07-11,Hotel Stay,-232.11
2026-02-10,Amazon Purchase,-383.7
2026-01-03,Restaurant Dinner,-124.67
2025-08-28,Rent Payment,-2902.84
